session_id,child_id,activity_id,session_date,avg_attention_duration,response_time,task_completion_rate,engagement_score,number_of_attention_shifts
11543,8119,368,2025-08-30,355.08,13.47,58.47,67.68,15
11545,127,343,2025/11/28 00:00:00,,5.46,51.51,59.41,11
11546,5759,705,2025-09-08,651.35,17.01,48.68,35.77,9
11547,5577,843,2025/04/07 00:00:00,283.84,7.43,64.95,65.69,17
11548,10969,328,2026-03-25,635.69,7.36,62.62,65.00,7
11549,2042,404,2025-04-07,568.3,2.4,43.11,57.40,12
11550,76,383,2025-12-04,559.65,>60,30.46,31.17,10
11551,9634,424,2024-11-02,286.41,3.37,66.38,75.55,
11552,9299,253,2025-08-02,530.71,7.71,55.21,54.24,15
11554,2202,291,31/03/2026,371.34,9.86,36.11,55.49,15
11555,5088,427,2025-03-09,351.28,4.23,61.14,82.63,13
11556,2570,1063,2026-01-18,525.52,10.78,46.80,43.98,11
11557,11829,258,"March 27, 2025",543.87,3.17,54.12,54.44,9
11558,11276,695,2025-09-16,456.03,19.64,38.93,47.32,13
11559,11892,214,2025-09-04,789.4,6.85,83.55,69.55,7
11560,5822,149,2026-05-06,372.35,0.84,52.09,62.30,19
11561,10278,1486,2025-02-09,845.66,5.33,50.86,63.58,9
11562,3100,114,2025-03-28,348.06,,60.85,52.44,16
11563,7216,1067,2025-06-30,471.67,8.77,46.71,66.66,13
11564,50080,355,2025-09-10,,3.23,65.58,63.86,17
11565,8221,399,2025-09-02,212.38,10.51,63.82,66.23,14
11566,7806,116,2025-05-30,682.02,,45.35,36.43,6
11567,10935,809,2025-04-10,,10.84,48.22,59.16,6
11568,3441,125,2025-08-21,391.78,5.15,63.18,70.82,14
11569,1242,99,15/11/2025,215.08,4.1,40.50,59.18,14
11570,6649,1477,2025-11-29,278.86,-2.17,52.96,69.93,19
11571,8981,235,2025-07-05,737.99,4.44,97.44,100.00,9
11572,8553,870,2025-07-18,187.09,7.48,55.50,69.34,18
11573,7206,210,2025-03-11,,7.17,421.87,75.92,11
11574,6400,1086,2025-13-05,588.83,1.8,70.62,75.54,-7
11575,879,425,2025-10-27,548.67,5.9,84.24,86.36,4
11576,6775,534,12-06-2024,502.55,5.18,62.82,64.93,6
11578,1983,1042,2026-03-01,658.66,7.19,64.68,72.68,10
11579,3752,855,2025-09-08,364.15,5.3,73.70,131.11,11
11580,1962,1152,2026-03-15,606.34,5.34,52.38,56.92,21
11581,7228,119,2025-07-12,,11.62,64.65,65.12,9
11582,3726,586,2024-12-06,399.73,8.9,83.86,76.85,11
11583,2049,856,2025-08-21,181.31,TBD,41.60,59.54,26
11584,5140,978,2025-07-18,405.65,17.29,54.89,60.91,20
11585,5785,1176,06/12/2025,402.33,1.84,67.75,65.57,8
11586,6048,376,2025-04-12,411.1,8.64,41.10,60.53,14
11587,6612,1225,2025-09-17,737.28,6.63,72.72,78.20,8
11588,373,209,2029/07/24 00:00:00,755.42,7.94,69.70,67.15,5
11589,1340,1267,13 Aug 2025,827.83,11.3,38.81,52.93,5
11590,4375,1028,07-01-2025,646.19,2.15,65.01,80.14,12
11591,250,825,2026-01-01,535.03,6.61,49.28,36.21,12
11592,5822,638,2025-05-13,4.41,14.39,51.53,51.46,12
11593,11897,1210,"September 01, 2024",n/a,>60,58.83,55.85,12
11594,1757,103,,502.13,2.31,58.54,59.90,18
11595,1889,1038,2025-08-09,653.82,3.84,67.61,83.64,13
11596,4661,879,2023-08-13,637.53,5.52,60.77,64.33,10
11597,11265,218,"April 18, 2025",586.62,8.74,36.38,45.95,10
11598,7148,622,2026-03-16,280.79,15.66,48.33,61.23,16
11599,3339,1481,2026-03-16,528.5,9.78,70.40,67.49,5
11600,5173,1477,10-07-2025,585.16,9.3,0.75,60.76,7
11601,11242,1258,2026-02-17,,10.56,99.74,97.77,0
11602,10024,357,2025-09-12,,9.26,64.72,71.57,12
11603,4350,1011,2026/03/31 00:00:00,,3.39,65.01,61.46,13
11604,2018,813,2026-02-04,381.32,4.65,59.75,64.20,12
11605,7723,353,2024-09-22,724.11,9.17,50.02,57.13,16
11606,4519,135,2025-11-24,431.74,3.67,65.15,65.32,22
11607,8271,774,"March 28, 2025",686.8,4.46,,80.86,6
11608,516,1115,2025-07-31,14.71,7.54,98.33,98.26,0
11609,10261,198,2025-08-19,732.74,5.02,73.27,,6
11610,383,1473,2025-06-01,693.54,8.24,80.60,100.00,9
11611,6278,1031,2025-08-31,697.11,,40.74,63.37,13
11612,4115,823,2025-05-05,,3.01,57.98,65.58,9
11613,73,962,2025-08-05,632.98,14.29,57.08,83.67,10
11614,7117,103,2026-01-01,288.06,10.68,45.19,61.01,21
11615,4071,146,2025-03-06,,6.77,58.75,80.93,17
11616,9912,989,2025-08-12,5.6,0.55,72.28,90.17,18
11617,8451,73,2026/02/06 00:00:00,771.35,7.33,66.70,113.33,10
11618,6706,98,2025-09-10,620.54,7.77,62.82,64.68,9
11619,2455,151,N/A,475.11,5.74,60.72,81.97,13
11620,9438,727,2025-11-17,729.42,5.12,51.22,47.14,14
11621,5352,448,2025-01-19,419.42,13.55,61.95,71.89,12
11622,6379,461,15 Dec 2024,403.01,3.58,57.42,72.20,22
11623,2660,332,2025-08-04,571.91,1.56,56.37,70.25,14
11624,7205,602,"April 10, 2024",931.9,,46.80,62.00,9
11625,2466,1129,2025-06-11,521.79,4.78,56.91,58.67,18
11626,3665,1475,"May 31, 2025",448.23,6.39,30.00,56.51,13
11628,7723,347,,561.06,10.24,58.22,51.17,10
11629,3699,85,2026-05-18,659.95,,60.70,52.55,-3
11630,4639,883,2026-01-08,244.27,,47.03,63.77,
11631,1561,1033,2026/05/21 00:00:00,not recorded,8.46,59.06,58.16,19
11632,7002,303,2026-05-16,986.72,9.67,72.27,50.95,8
11633,7980,1374,2025-08-05,526.03,5.95,-23.46,,12
11634,10302,110,2025-06-26,792.82,n/a,62.22,74.99,7
11636,8670,1495,"December 02, 2024",108.77,2.29,30.49,39.31,17
11637,936,206,2025-11-03,452.95,12.59,-9.01,77.56,14
11638,751,654,2025/02/05 00:00:00,10.78,4.39,51.93,63.21,8
11639,11694,699,2025-04-02,296.93,7.84,47.91,42.18,15
11640,2015,1218,2025-04-27,>60,5.84,48.45,63.21,9
11641,189,864,2025-12-29,367.96,6.2,61.81,56.23,12
11642,5941,252,2025-08-22,530.54,3.54,47.60,52.01,18
11643,3739,1106,2028-06-02,8.01,16.89,62.41,72.92,11
11645,268,727,2025-01-06,457.61,17.68,51.62,33.57,8
11646,4721,723,2025-12-28,592.8,4.21,53.51,67.92,16
11647,10808,1032,2025-08-31,348.03,11.09,34.42,47.03,12
11648,11221,21894,2025-02-10,539.04,8.7,72.38,64.14,8
11649,3551,928,2024-05-21,6.62,12.14,83.76,86.33,6
11650,7389,626,2025-05-10,not recorded,3.77,45.80,-11.91,12
11651,4075,884,2026-01-28,519.46,13.43,61.69,59.90,4
11652,9865,652,"November 12, 2024",11.93,6.01,38.29,57.94,20
11653,4124,679,2024-04-08,284.29,20.07,42.37,58.28,14
11654,8735,1037,2025-01-16,333.61,4.3,36.65,41.83,17
11655,2193,284,2026-01-09,109.35,9.92,40.81,42.22,
11656,8758,604,2025-09-10,454.32,8.88,61.62,65.50,16
11657,1926,329,2024-05-06,152.42,4.82,63.55,58.49,7
11658,5209,1016,2025-09-12,439.72,6.77,45.42,50.38,12
11659,6615,745,05/01/2026,764.38,9.19,41.45,50.53,10
11660,1942,424,2026-02-23,818.5,3.96,71.35,69.16,7
11661,10646,401,06 Mar 2025,676.33,13.38,45.60,43.75,17
11662,9534,1427,,458.1,6.11,47.54,65.33,9
11663,2352,1066,2025-10-18,873.52,6.1,57.29,69.04,8
11664,1732,1290,19 Jan 2025,363.74,6.21,45.38,60.58,13
11665,10711,220,2025-07-03,881.73,9.23,517.65,70.55,8
11666,11831,1443,"March 09, 2025",410.89,10.53,,80.72,7
11667,1063,411,2025-08-23,448.8,8.01,49.55,68.35,14
11668,7731,214,,510.44,2.55,39.34,52.58,15
11669,5838,150,2025-05-06,n/a,13.66,55.15,75.29,15
11670,53655,400,2025-05-24,744.31,2.38,71.24,63.64,7
11671,11337,55,2025-11-09,785.43,6.44,67.76,84.54,6
11672,10693,1290,2025-04-05,713.33,6.43,36.06,47.56,9
11673,439,225,2024-12-11,473.85,3.82,51.33,51.77,15
11674,5438,1473,01-07-2025,814.09,2.66,86.14,87.00,13
11675,9047,143,2025-05-08,not recorded,13.52,53.53,59.69,10
11676,3754,1045,2025-05-05,683.79,13.31,41.44,49.07,12
11677,1039,1406,2025/04/22 00:00:00,11.47,9.26,32.05,51.29,8
11678,3591,1089,2025-03-11,442.95,13.98,70.26,67.89,12
11679,847,1213,15/07/2025,442.81,2.75,66.51,91.25,12
11680,3743,1445,2024-08-31,366.06,5.66,64.01,86.70,18
11681,815,46,2024-09-23,910.91,6.46,66.88,57.76,5
11682,91442,411,2025-07-05,822.03,4.46,47.78,58.47,4
11683,2644,115,2025-06-04,671.58,9.83,52.72,59.58,10
11684,7871,128,10 Sep 2025,712.67,9.24,62.18,55.55,12
11685,67,121,"July 27, 2025",616.29,3.25,44.57,58.82,7
11686,4850,975,2025-11-02,545.54,8.57,58.28,76.15,18
11687,4203,852,2025-13-05,722.17,9.24,66.39,64.48,11
11688,3463,1456,13/01/2026,534.28,4.4,86.83,63.04,10
11689,7660,1019,"November 15, 2025",302.84,10.09,39.06,46.04,15
11690,11167,1430,2025-08-08,,4.07,47.61,74.98,12
11691,10521,1197,2025-09-21,263.64,3.77,45.80,51.51,10
11692,5809,419,07-02-2024,1003.92,14.78,76.16,71.71,8
11693,7219,255,2024/08/10 00:00:00,596.48,5.69,46.96,48.23,11
11694,5941,145,2025/02/04 00:00:00,489.53,2.37,50.98,65.76,12
11695,4922,202,2024-12-12,784.56,,64.02,71.93,8
11696,20,1046,"October 18, 2025",466.29,5.68,60.43,71.23,17
11697,50711,1360,2024/08/02 00:00:00,251.35,9.88,48.94,,14
11698,4788,816,2024-10-11,111.33,,47.58,55.02,20
11699,7030,654,2025-07-19,11.93,10.1,456.77,75.28,11
11700,7837,1206,2025-11-07,815.72,3.33,47.71,,12
11701,6811,1134,2025-10-26,329.05,5.86,41.32,53.61,17
11702,2143,1155,2025-06-15,296.64,6.91,56.59,68.55,15
11704,11710,816,2025-08-15,646.73,,62.37,,11
11705,9373,676,2024-12-26,455.92,4.33,233.47,64.86,14
11707,1807,376,2025-08-07,1018.23,6.85,45.66,60.32,9
11708,633,412,2025-02-20,654.57,,58.76,60.72,9
11709,8098,863,2025/09/07 00:00:00,378.23,9.25,,62.85,11
11710,2989,828,2025-09-14,582.69,13.55,50.91,302.66,
11711,9898,152,2025-06-27,,7.8,76.26,,7
11712,794,245,2026-01-31,389.02,4.56,49.71,68.02,21
11713,4737,819,2025-08-29,613.55,8.04,82.59,109.05,10
11714,7354,1348,2025-09-29,not recorded,5.78,76.16,76.83,13
11715,3763,45274,2025-10-17,444.86,4.27,73.90,71.33,13
11716,1739,150,2024-11-19,708.32,5.21,70.17,84.77,10
11717,10241,1186,2025-07-23,663.22,17.16,64.30,69.19,4
11718,11077,439,2024-02-16,296.1,2.8,42.01,49.48,15
11719,8363,1321,2024-12-21,479.91,,81.87,90.32,10
11720,4412,683,16/07/2025,497.88,9.6,57.48,79.86,12
11721,11076,1262,2025-01-20,435.08,6.16,52.69,62.23,17
11722,1372,864,2025-06-07,610.81,n/a,47.22,65.72,4
11723,7709,647,2025-01-07,9.19,8.57,59.38,61.36,10
11724,1255,799,08-19-2025,692.03,7.55,73.13,81.20,8
11725,6725,378,11/01/2025,614.31,9.75,71.49,64.17,11
11726,4258,1035,2025-03-29,n/a,3.84,52.30,57.35,
11727,437,1408,2025-03-01,5.38,11.73,59.42,74.42,16
11728,10685,1036,20 May 2025,509.24,8.35,57.06,52.04,16
11729,5026,630,2026-05-22,,11.11,64.15,68.08,13
11730,825,2746,08-25-2025,782.32,3.24,83.30,68.74,5
11731,7615,666,2025-09-24,9.65,12.15,50.05,52.91,4
11732,10399,1367,2025/09/05 00:00:00,611.99,9.0,32.11,48.65,17
11733,10377,108,2025-12-24,592.21,7.35,61.49,69.71,12
11734,5499,355,2025-06-18,453.72,12.75,44.70,63.03,19
11735,11678,992,2025-05-29,9.48,6.88,,62.21,13
11736,372,228,N/A,417.95,5.86,52.09,53.60,10
11737,10790,571,2025-03-14,704.65,3.92,44.23,44.57,15
11738,2442,80,2024-12-24,815.21,1.9,85.33,80.95,7
11739,10755,1095,2025-10-23,n/a,5.18,63.65,53.94,11
11740,7897,588,2025/03/27 00:00:00,336.74,9.89,41.32,203.59,17
11741,394,657,2025-08-18,12.99,6.42,50.87,61.79,15
11742,10637,7,"June 09, 2025",n/a,3.19,33.71,53.05,10
11743,7367,860,2025-06-05,734.68,3.02,67.46,82.11,8
11744,1795,457,,502.27,18.23,66.40,69.90,9
11745,11927,1184,22 Aug 2025,583.99,12.78,56.77,66.45,12
11746,1959,1036,"November 16, 2024",366.4,2.23,40.74,59.57,12
11747,2101,843,2025-09-07,556.14,11.74,64.26,66.21,16
11748,10565,1194,2025-11-05,42.5,,46.59,43.62,22
11749,9184,860,2025-03-23,528.37,8.0,57.98,79.08,9
11750,4548,110,2025-12-17,634.85,2.67,67.61,76.13,9
11751,295,1038,2025-08-11,780.9,,60.15,78.96,11
11752,7014,389,2025-10-25,575.29,7.92,64.28,71.27,12
11753,4151,1251,2025-03-16,337.95,4.99,62.65,82.17,-5
11754,4867,1008,2025-07-05,4.24,6.13,39.80,59.40,18
11755,3149,705,"February 05, 2025",644.39,5.81,81.45,76.44,8
11756,5918,40,31/02/2025,765.44,4.24,51.73,-0.78,16
11757,4446,447,08-19-2025,502.39,4.85,76.41,92.10,10
11759,7802,1374,2026-01-26,483.62,2.41,50.06,56.68,7
11760,93979,774,2025-05-15,455.2,,65.79,81.32,5
11761,41906,806,2026-02-28,373.87,10.23,43.06,43.98,22
11762,5112,704,2026-02-19,378.19,2.13,65.40,45.40,12
11763,3624,1119,"December 17, 2025",,11.26,,57.66,11
11764,5424,292,2025-07-03,493.84,16.66,60.12,74.06,20
11765,1671,1476,2025-12-22,837.37,11.24,52.96,49.74,11
11767,1365,1175,2025/09/11 00:00:00,616.38,2.37,69.69,59.49,11
11768,8504,232,2025-11-15,--,12.4,82.97,84.09,15
11769,5683,1117,2025-11-15,14.06,7.39,79.61,86.47,6
11770,606,527,2026-04-16,443.94,9.86,57.22,64.49,15
11771,8760,585,2025-05-01,602.57,18.62,74.45,64.17,10
11772,8135,1,2025-10-10,7.77,5.72,64.67,81.91,12
11773,6518,1008,2025-08-12,11.75,3.27,62.66,64.66,17
11774,1742,1018,2025-12-06,351.17,5.15,71.32,78.40,18
11775,7050,708,,598.9,7.13,62.28,52.42,10
11776,9789,19,2025-05-05,564.54,5.56,54.20,45.70,7
11777,2109,309,2025-11-14,652.28,5.86,36.31,53.86,11
11778,1170,1361,08/03/2025,317.38,3.79,73.83,73.80,8
11779,2422,756,2025/09/30 00:00:00,399.96,4.59,51.92,52.11,11
11780,11318,1442,2025-06-16,547.42,15.92,59.78,76.71,11
11781,10817,120,04/01/2026,684.04,2.85,55.17,65.11,16
11782,10428,1094,2025-09-29,410.18,4.67,64.97,71.00,15
11783,2339,106,2025-03-21,507.71,7.45,72.69,79.71,10
11784,234,246,2025-05-16,568.33,4.51,58.16,65.32,14
11785,5702,867,2025-12-16,782.73,2.38,59.78,58.52,
11786,2027,226,27/10/2025,659.08,3.67,53.35,72.02,17
11787,9016,988,2026/04/26 00:00:00,13.99,2.54,70.38,72.21,7
11788,10202,993,2024-12-05,6.08,5.64,46.64,61.12,17
11789,9998,1261,2025/03/18 00:00:00,>60,9.75,58.89,65.17,14
11790,3319,794,2025-09-28,456.35,8.05,66.38,80.49,11
11791,8017,210,2025-01-07,309.69,21.51,63.86,63.02,15
11792,7503,1135,23 May 2025,671.63,2.17,85.31,73.53,6
11793,4850,358,2026/01/06 00:00:00,448.52,3.0,64.15,68.02,15
11794,896,232,2025-08-30,742.49,2.54,76.77,81.23,11
11795,3192,628,2025-06-14,796.12,9.36,59.38,58.29,7
11796,69,242,2025-06-11,729.76,6.73,75.74,73.28,5
11798,3339,1480,2026-02-08,532.77,10.74,59.93,70.16,8
11799,7292,253,07-28-2024,852.22,5.48,37.27,35.05,10
11800,3950,846,"April 17, 2025",738.31,6.83,,74.95,13
11801,4683,839,2024-12-14,585.92,2.48,52.09,44.46,9
11802,4045,412,2025-07-09,851.41,6.65,65.32,80.71,12
11803,1393,1344,2025-08-13,434.31,8.34,62.75,86.07,12
11804,11309,260,"March 03, 2025",812.03,5.42,43.78,29.76,5
11805,2166,202,2025-02-06,584.85,4.33,63.95,68.22,7
11806,9431,722,2025-06-25,666.34,2.66,89.12,89.66,10
11807,11058,570,2026-02-17,571.52,7.46,47.48,46.89,9
11809,2767,1039,2024/12/20 00:00:00,573.26,2.62,52.45,55.71,6
11810,1191,1190,2025-11-20,731.93,4.31,65.19,73.18,9
11811,8088,1462,2025-10-26,685.98,<1,,65.97,13
11812,8169,1209,2025-05-21,693.22,10.71,46.14,56.46,10
11814,7142,598,2025-08-06,955.77,3.77,59.68,69.22,10
11815,11182,832,2025-12-17,577.99,2.52,48.71,47.28,
11816,7200,1219,2025-06-25,790.65,7.56,77.15,81.45,6
11817,11732,105,2025-11-10,811.93,,47.45,59.99,10
11818,8916,741,2025-12-27,407.6,0.72,61.42,66.58,8
11819,2113,105,18 Apr 2026,>60,6.63,73.21,87.37,11
11820,2507,449,2025-11-23,573.88,15.9,68.91,88.46,10
11821,7537,791,2025-04-25,295.97,4.12,64.39,75.87,16
11822,9846,53,2024-12-23,413.29,2.96,52.89,64.48,20
11823,5230,4,0000-00-00,,10.54,85.99,85.20,9
11824,2368,1027,2024-10-03,305.36,12.95,64.01,,12
11826,991,252,2026-03-29,864.63,10.22,35.82,34.49,14
11827,9256,1210,"August 18, 2025",706.4,2.59,78.32,78.18,6
11828,89,632,2025-08-04,5.78,6.93,65.72,72.31,13
11829,675,224,2025-06-17,303.27,5.61,48.10,58.67,23
11830,4023,1457,12 Feb 2025,>60,8.45,55.61,56.45,9
11832,3813,660,2025-06-25,,<1,77.28,69.76,10
11833,11937,261,31/02/2025,305.46,,45.25,51.96,
11834,2332,33757,20 Sep 2024,473.71,-5.28,72.44,80.94,12
11835,9331,29,2024-07-20,657.68,7.02,55.34,55.34,8
11836,6133,728,2026-01-21,346.04,4.28,48.66,56.18,15
11837,9142,1424,2025-08-06,9.68,1.88,55.84,72.64,10
11838,1631,147,2025-10-15,503.97,5.32,63.49,80.46,14
11840,4636,1419,2025/08/01 00:00:00,12.54,5.91,42.96,44.57,11
11841,3853,1038,N/A,384.34,14.1,69.29,66.87,13
11843,8189,589,2025-06-07,626.75,14.42,64.81,86.92,18
11844,9491,1358,2025/05/02 00:00:00,227.41,13.46,67.11,65.25,16
11845,2062,457,01-19-2025,672.39,3.15,66.63,73.86,12
11846,4905,238,2025/09/06 00:00:00,,17.29,59.07,62.18,18
11847,11985,801,2025-11-18,654.82,4.95,53.43,69.34,10
11848,1756,740,2025-11-17,279.25,15.87,37.05,49.80,11
11849,5820,214,29/08/2025,612.83,3.41,47.15,58.34,12
11850,6271,1474,2025-06-09,634.43,9.58,63.11,85.91,14
11852,10562,689,2025-08-08,514.91,2.62,61.48,75.01,15
11853,11466,828,2025-11-20,,7.03,55.18,75.17,12
11854,4173,443,2025-13-05,>60,21.53,44.68,70.26,14
11855,6032,1006,2024-07-12,10.76,9.01,54.46,60.46,14
11856,8769,725,2026-02-10,553.06,10.21,68.46,44.22,12
11857,5631,1103,2026-03-16,510.24,2.54,58.73,65.41,7
11858,455,1040,2026-03-04,582.08,10.11,56.94,-14.23,13
11859,11219,130,2025-06-29,662.2,6.29,43.12,59.10,14
11860,8210,25015,2030-04-01,437.02,6.1,60.62,58.21,13
11861,6158,148,2025-12-13,489.06,4.13,61.83,79.84,8
11862,3099,241,2025-12-27,304.3,14.19,49.34,59.38,15
11863,3483,454,2025-05-02,525.15,5.75,46.37,70.55,11
11864,9029,775,2025-07-24,560.65,,58.20,84.30,16
11865,3329,1239,2024-09-15,506.46,3.86,48.50,56.20,
11866,4198,1012,2024-10-25,6.95,10.06,55.81,65.07,9
11867,2244,1414,2025-03-13,,18.8,46.90,58.68,21
11868,10819,742,,332.98,10.92,57.56,48.66,12
11869,8763,404,2024-11-25,378.2,7.62,39.17,44.93,13
11870,8250,768,2025-07-14,279.65,-6.39,61.96,58.84,18
11871,6018,866,2025-10-08,614.97,13.5,34.94,53.06,11
11872,5231,119,2025/10/23 00:00:00,531.04,7.35,69.43,68.77,13
11873,5394,130,2024/08/22 00:00:00,847.31,8.83,48.08,55.69,-5
11874,7156,275,2024-05-20,777.83,4.52,62.08,59.95,7
11875,6404,1022,2025-08-11,227.24,9.08,70.45,97.74,10
11876,5006,219,01 Aug 2025,248.46,11.43,43.21,63.94,22
11877,10263,1449,2024-11-08,458.69,14.69,40.15,57.41,
11878,9333,834,2025-01-23,441.69,--,46.10,66.69,12
11879,4240,1470,2026-05-26,696.36,7.36,65.77,81.15,12
11880,4631,367,2025/06/02 00:00:00,382.81,4.33,51.79,68.57,13
11882,11118,256,2025-09-23,697.32,not recorded,58.96,66.99,9
11884,2395,820,2025-11-30,813.31,2.54,52.62,65.12,18
11885,4012,805,2025-08-13,663.32,8.07,27.70,45.58,15
11887,11337,877,N/A,691.3,3.0,53.43,83.25,11
11888,1048,1245,2025-08-11,760.64,7.93,77.56,79.80,6
11889,6747,860,2025-02-12,557.41,8.13,55.57,58.30,12
11890,4630,1351,N/A,114.26,8.07,62.35,69.24,18
11891,3237,151,2025-13-05,735.16,2.17,35.36,,17
11892,487,343,"September 08, 2024",640.41,5.33,56.30,55.00,7
11893,7927,297,01-26-2025,560.95,7.14,77.81,71.73,6
11894,10234,1034,11-29-2024,636.31,3.06,44.00,56.29,11
11895,10482,731,2025-03-06,598.42,12.33,68.28,67.92,14
11896,7728,367,2025-12-10,637.56,9.61,47.32,45.95,11
11897,1315,359,2025-07-23,602.89,12.52,35.91,61.13,14
11898,8027,151,2025-10-31,681.83,1.04,,78.78,11
11899,6227,506,2025-09-26,799.27,3.56,69.94,66.43,6
11900,515,198,2025-10-18,623.89,5.69,78.71,96.95,17
11901,2873,783,2025-01-30,461.2,3.28,64.70,79.30,10
11902,9749,574,2025-08-15,534.76,2.34,69.42,72.32,18
11903,320,197,2025-07-02,437.0,3.95,77.26,79.70,-5
11904,7109,867,2024/07/17 00:00:00,665.97,6.57,54.04,60.29,16
11905,5906,1457,2025-09-21,329.32,13.04,58.70,60.68,14
11907,9661,834,2026-02-19,760.13,14.14,52.12,49.82,11
11908,6095,410,2025-08-04,703.23,6.21,53.87,54.85,15
11909,1099,1351,2025/05/06 00:00:00,,8.69,61.02,61.53,14
11910,5293,858,2025-10-30,82.77,14.84,61.98,67.79,15
11911,1043,1035,2025-07-03,486.88,12.96,55.16,62.21,18
11912,10316,1014,2026-05-07,362.88,16.28,45.77,74.00,14
11913,9029,776,2026-04-11,650.67,9.44,68.18,77.71,12
11915,5767,410,2024-09-23,572.45,1.51,29.50,35.25,13
11916,916,742,2024-09-20,570.66,<1,49.65,62.24,10
11917,6930,455,2025-03-11,466.48,2.07,74.05,81.90,15
11918,7704,689,2024-11-29,493.46,9.17,65.17,72.27,15
11919,9297,757,29/01/2026,619.66,6.38,46.18,41.41,17
11920,8652,732,2026-02-24,401.09,1.91,42.40,36.24,12
11921,8304,353,2025-06-21,430.99,19.9,51.36,71.93,6
11922,10687,947,2025-04-29,376.63,6.75,60.92,71.15,6
11923,5188,1356,2025-04-23,734.46,8.23,57.50,57.32,9
11924,8404,1227,2024-12-17,484.47,10.21,66.94,83.44,16
11926,5647,1415,2027-01-29,10.48,9.08,75.67,82.87,10
11927,3731,1038,2024-09-29,,3.72,69.47,85.71,11
11928,8980,1200,2025/01/10 00:00:00,624.89,4.57,57.34,59.76,8
11929,8078,813,2025-09-19,628.76,2.66,58.09,69.65,8
11930,3023,764,2025-07-02,410.28,3.26,50.76,60.92,13
11931,781,396,2025-04-23,406.7,8.98,52.24,48.36,14
11932,9340,993,2026-01-31,5.0,6.82,52.56,49.64,9
11933,394,645,2026-01-20,12.37,6.45,78.97,73.16,6
11934,5564,787,2031-05-12,not recorded,4.31,40.03,72.13,14
11935,10169,620,2025-11-16,483.44,7.05,48.11,49.49,15
11936,10013,981,unknown,542.76,5.87,68.82,58.06,5
11937,19932,18897,05 Jan 2026,668.4,8.32,57.33,68.99,12
11938,11288,1185,12-23-2024,663.66,5.99,77.83,79.03,5
11939,1422,560,2025-06-09,449.99,3.61,62.20,52.45,9
11940,4344,461,2024-03-29,734.63,11.8,55.79,75.93,11
11941,5218,442,2024-11-20,580.52,9.89,45.09,63.79,15
11942,3831,449,2025-04-17,492.9,2.41,50.38,71.32,15
11943,10075,1212,2026-02-06,454.73,7.53,76.35,67.31,8
11944,10187,945,2025-12-08,523.8,8.12,30.70,36.64,12
11945,3412,746,2024-12-24,664.3,9.96,39.90,33.53,15
11946,8288,890,"April 04, 2026",428.35,3.67,26.25,45.47,17
11947,9811,1097,2024-10-27,514.98,3.46,46.18,65.48,14
11948,2615,866,"June 04, 2025",448.2,7.38,33.21,49.86,11
11949,3007,754,2025-08-28,330.26,13.25,43.99,52.23,22
11950,2282,878,2025-03-26,209.69,2.0,36.73,46.88,9
11951,5844,670,2024-12-16,650.79,5.73,51.55,45.49,14
11953,4061,1212,01-19-2026,530.6,9.87,69.44,76.08,11
11954,6134,315,05-11-2025,268.94,6.18,49.84,51.31,13
11955,7397,543,2025-05-27,519.2,5.3,54.95,59.48,10
11956,55990,1364,N/A,464.32,14.27,55.83,67.02,10
11957,5234,950,2025-07-12,,7.49,65.67,79.19,11
11958,8823,806,2025-12-28,820.79,5.93,61.95,61.21,5
11959,5477,402,2025-12-15,<1,7.0,58.86,57.91,17
11961,11222,835,11-14-2025,747.26,4.7,64.10,74.69,10
11962,9410,610,2025-01-20,>60,7.04,,50.26,5
11963,11435,1218,2025-08-08,117.69,6.46,44.20,71.28,16
11964,6400,23,2024-09-10,663.28,6.43,86.86,77.76,5
11965,5752,1023,10-01-2025,413.97,12.6,49.75,61.19,17
11966,2743,413,2025-07-17,577.2,4.87,54.54,55.77,7
11967,204,602,2025-06-11,381.2,,50.23,62.52,12
11968,8398,130,2025-05-30,491.93,3.91,62.60,62.58,15
11969,7304,108,2024-07-04,223.82,11.82,46.74,63.64,17
11970,4684,463,2024-10-29,302.33,4.39,,73.13,20
11971,3259,195,2025-03-09,406.95,5.11,44.38,58.49,14
11972,3647,1281,2025-11-20,393.21,,721.01,73.92,14
11973,11137,1165,2025-04-05,392.18,12.03,62.78,74.73,
11974,2234,351,03 Nov 2024,468.87,4.55,67.45,73.76,11
11975,10613,1032,2025-06-18,478.38,15.47,32.09,47.83,15
11976,1094,328,2026-01-13,513.71,3.84,40.69,44.15,12
11977,10583,301,16 Oct 2025,790.73,10.65,69.07,66.07,10
11978,7265,125,2025-08-15,674.08,3.15,74.90,73.02,10
11979,2231,100,2025-08-22,416.06,5.06,58.98,-35.65,17
11981,5653,251,04-14-2025,405.57,11.72,51.06,46.06,
11982,8658,221,2025-11-24,487.83,,45.25,39.05,10
11983,2778,1334,10-14-2025,567.22,9.26,50.18,53.33,11
