child_id,sleep_duration,screen_time,gaming,social_media_usage,outdoor_time,study_time,free_play
2012,8.60,120.0,72.00,0.00,1.20,4.50,2.20
2013,8.00,2.7,1.30,1.50,4.00,3.40,3.00
2014,10.50,2.5,0.00,0.00,,1.80,2.80
2015,8.40,4.7,0.90,1.90,2.10,4.10,0.50
2016,9.00,1.0,0.40,0.00,4.60,3.20,4.00
2017,10.10,180.0,54.00,,5.70,1.40,3.50
2018,11.00,300.0,42.00,0.00,1.50,0.90,4.00
2019,9.00,5.3,1.10,,2.50,3.90,0.50
2020,8.60,168.0,42.00,102.00,0.00,2.90,3.50
2021,10.00,30.0,30.00,0.10,4.80,1.00,3.50
2022,9.50,4.5,1.70,0.50,0.40,3.00,2.50
2023,9.80,210.0,,0.80,1.50,3.50,2.30
2024,9.00,3.0,0.50,0.70,3.00,1.90,
2025,9.30,4.0,1.10,1.30,2.30,4.50,1.50
2026,10.50,1.7,0.90,0.00,1.50,3.00,2.30
2027,10.00,2.9,0.50,1.00,2.80,1.50,2.00
2028,9.50,270.0,114.00,60.00,0.50,3.00,2.30
2029,9.50,3.5,0.20,0.20,1.70,2.50,4.50
2030,9.50,1.5,1.00,0.70,1.50,2.40,2.20
2031,12.00,2.8,0.10,0.10,2.50,0.00,3.90
2032,,4.5,2.60,1.10,2.00,3.80,2.00
2033,9.70,2.5,0.30,1.50,6.00,3.00,2.30
2034,9.50,4.4,1.50,1.50,2.30,2.30,2.10
2035,8.80,420.0,60.00,18.00,0.70,3.00,2.50
2036,9.50,3.3,1.20,0.00,1.50,3.30,3.00
2037,7.00,n/a,,1.50,0.00,3.60,2.00
2038,8.50,5.4,,0.90,1.50,3.60,2.70
2039,9.70,2.5,0.30,0.80,1.50,4.50,1.00
2040,8.00,6.0,0.80,0.70,0.50,4.00,2.50
2041,10.00,222.0,18.00,0.00,1.00,2.10,1.50
2042,9.40,5.5,1.10,0.10,,2.50,2.30
2043,9.00,1.9,0.50,0.80,2.50,3.50,1.00
2044,10.10,n/a,0.80,0.00,2.00,0.00,3.50
2045,11.00,1.4,1.00,0.80,3.50,0.80,5.20
2046,10.10,120.0,30.00,48.00,,0.70,2.70
2047,10.10,4.1,0.90,0.00,1.00,3.00,2.60
2048,11.00,2.7,0.00,0.00,1.00,1.50,1.50
2049,9.60,264.0,12.00,0.00,,2.50,3.90
2050,10.40,24.0,42.00,1.10,2.00,0.30,
2051,11.00,2.7,0.50,0.70,4.00,2.00,3.00
2052,8.20,270.0,30.00,18.00,0.00,3.80,1.70
2053,9.90,4.0,1.00,0.50,3.50,3.80,1.00
2054,10.00,3.5,1.10,0.00,1.00,4.00,3.00
2055,12.00,2.0,0.80,,3.90,0.30,4.60
2056,9.30,4.5,0.50,1.50,2.50,2.90,2.30
2057,9.50,4.5,0.00,0.60,2.00,2.50,2.00
2058,9.50,2.0,,0.80,3.80,,4.00
2059,10.50,>60,0.40,0.90,1.60,0.50,4.00
2060,9.90,0.5,0.90,0.00,2.90,2.10,2.30
2061,10.10,1.0,0.70,0.50,4.50,2.00,2.80
2062,9.40,3.3,0.30,0.80,3.60,2.00,2.50
2063,11.90,2.5,0.10,0.50,5.50,0.60,2.50
2064,7.50,5.4,0.50,1.50,1.00,4.00,2.00
2065,10.50,138.0,36.00,0.30,2.00,3.00,2.20
2066,10.50,2.5,1.20,0.00,1.60,3.20,3.50
2067,9.10,2.3,,,3.00,2.50,5.00
2068,10.00,3.9,,0.80,2.60,1.50,3.00
2069,11.00,2.0,0.70,0.00,1.20,3.30,4.50
2070,10.90,120.0,54.00,6.00,1.50,0.90,
2071,10.50,0.0,0.00,0.00,1.50,0.00,3.50
2072,8.50,4.0,1.10,0.10,2.30,2.40,
2073,8.50,2.0,0.60,,3.40,5.50,1.90
2074,9.00,3.7,0.30,0.50,1.70,4.50,2.00
2075,10.50,1.5,0.10,0.20,3.40,0.70,4.00
2076,11.00,4.5,1.20,0.10,1.50,2.80,1.10
2077,12.00,2.2,0.90,0.00,3.00,1.60,2.70
2078,,5.2,0.00,0.00,2.20,2.50,2.10
2079,,<1,0.80,,3.50,2.60,2.00
2080,10.40,3.5,1.60,0.00,2.20,1.50,4.00
2081,10.10,2.0,1.00,1.60,4.00,0.50,
2082,9.50,3.5,0.30,,1.50,0.70,3.70
2083,,180.0,48.00,102.00,3.30,2.70,2.50
2084,11.50,,0.30,0.00,1.50,2.10,2.50
2085,9.90,1.5,0.10,0.00,1.50,0.50,5.00
2086,8.00,5.2,,0.20,3.00,3.50,1.50
2087,10.50,0.8,0.10,1.40,1.50,1.70,3.40
2088,,240.0,48.00,36.00,2.20,1.50,4.00
2089,10.40,1.5,0.60,0.10,4.50,3.00,3.50
2090,10.30,270.0,18.00,54.00,1.70,1.00,4.50
2091,9.50,432.0,12.00,,1.20,2.50,2.00
2092,10.50,330.0,96.00,54.00,1.50,3.00,
2093,9.50,4.9,1.10,1.90,0.70,3.50,1.50
2094,10.00,5.5,0.00,0.10,2.80,,3.00
2095,11.20,4.6,0.50,0.30,,2.00,3.50
2096,9.50,270.0,,0.00,3.20,3.60,
2097,8.70,120.0,48.00,12.00,3.50,4.00,2.50
2098,9.80,174.0,60.00,54.00,4.40,2.70,2.00
2099,10.00,198.0,90.00,0.00,0.50,2.80,3.00
2100,9.00,4.5,1.50,0.00,1.50,2.80,3.80
2101,11.00,2.9,1.00,0.40,,2.20,2.60
2102,10.50,4.0,,0.00,3.30,3.00,3.30
2103,7.00,7.0,0.70,1.60,1.00,2.20,3.90
2104,7.10,3.6,,0.90,6.50,2.30,0.30
2105,8.40,3.2,0.00,0.90,1.00,2.00,2.50
2106,11.00,1.5,0.90,0.70,3.50,0.70,3.20
2107,10.60,240.0,66.00,0.00,,2.50,3.00
2108,10.40,2.9,0.00,0.40,0.50,4.30,4.00
2109,9.50,150.0,96.00,,1.00,3.00,3.30
2110,10.00,3.5,0.40,0.00,4.80,3.00,3.50
2111,9.60,6.5,0.50,0.00,0.50,3.00,3.30
2112,9.50,3.5,0.00,1.20,1.00,,2.40
2113,11.10,5.6,0.60,0.30,1.50,3.00,1.50
2114,9.40,180.0,36.00,1.10,1.00,2.50,1.70
2115,9.00,84.0,48.00,0.70,1.50,2.00,2.40
2116,9.60,2.3,0.20,0.00,1.70,4.00,2.50
2117,8.50,3.7,1.00,2.20,3.50,1.60,3.00
2118,8.00,2.4,1.20,1.80,1.00,2.40,2.00
2119,8.70,1.6,0.90,0.30,0.70,2.00,5.20
2120,9.10,5.2,0.00,0.60,2.80,2.50,2.90
2121,9.90,240.0,24.00,0.00,1.20,3.60,1.50
2122,9.70,180.0,,60.00,2.10,3.10,2.50
2123,,4.0,0.40,0.70,0.90,5.00,1.70
2124,9.80,4.0,0.20,0.00,2.60,3.60,1.10
2125,9.10,4.5,0.30,0.10,1.40,3.80,
2126,8.20,4.1,0.40,1.60,2.50,4.00,0.50
2127,10.30,1.0,0.90,0.90,2.90,,3.50
2128,8.20,4.1,0.90,1.20,0.90,2.50,3.40
2129,,2.0,0.40,0.60,1.60,4.30,3.00
2130,10.00,1.1,0.00,1.00,1.40,2.60,
2131,9.10,<1,0.60,0.40,3.00,4.20,0.50
2132,10.00,5.3,0.50,1.00,2.90,2.50,1.00
2133,8.70,0.3,0.00,0.40,2.00,1.00,3.00
2134,11.00,1.7,0.70,0.50,2.40,1.00,4.50
2135,10.90,0.8,0.00,0.40,5.90,2.00,2.70
2136,8.90,150.0,24.00,0.00,2.20,1.90,3.00
2137,,2.5,0.00,0.30,0.90,2.50,5.00
2138,,3.2,0.60,0.70,2.50,0.00,4.00
2139,8.50,5.0,0.70,0.40,3.40,1.00,3.00
2140,8.00,0.5,0.60,0.00,2.10,3.30,2.80
2141,9.00,270.0,108.00,0.70,1.60,1.80,3.00
2142,11.60,102.0,72.00,18.00,3.60,1.40,2.70
2143,11.50,2.3,0.80,0.60,3.00,0.90,4.00
2144,9.20,7.3,0.50,0.70,0.20,2.50,2.00
2145,,5.0,0.90,0.70,0.80,3.00,2.50
2146,10.10,0.4,0.00,0.30,0.70,3.00,3.00
2147,10.30,4.9,0.50,0.00,1.00,3.50,2.40
2148,9.50,1.0,0.70,0.40,4.50,2.50,3.30
2149,11.20,0.5,0.90,0.00,2.00,1.70,2.20
2150,11.00,3.5,0.40,0.20,1.40,1.30,4.10
2151,8.50,6.0,0.50,,0.00,3.50,0.00
2152,8.00,5.5,0.70,0.70,1.00,,3.00
2153,10.50,3.4,0.00,1.00,,1.50,4.00
2154,10.50,2.3,1.10,0.00,3.50,1.70,3.60
2155,8.20,3.5,1.40,0.00,3.00,2.50,2.60
2156,7.50,2.1,0.80,0.10,1.80,2.50,3.00
2157,10.00,5.3,1.60,0.00,0.90,0.00,4.50
2158,7.80,1.9,0.20,0.90,,3.50,1.00
2159,8.80,168.0,90.00,1.20,6.20,3.00,1.90
2160,8.50,1.3,0.00,0.00,4.30,2.00,1.90
2161,9.00,132.0,60.00,72.00,1.00,2.00,2.00
2162,8.50,4.3,0.00,0.10,0.50,2.50,
2163,11.00,120.0,36.00,0.00,2.50,3.50,2.00
2164,8.00,2.5,0.20,0.80,2.20,2.50,
2165,10.40,1.2,1.70,0.30,3.00,1.50,4.00
2166,9.70,72.0,72.00,0.00,2.00,,1.90
2167,7.20,5.7,2.10,0.40,1.70,3.70,2.70
2168,7.40,,0.00,,2.50,3.80,2.00
2169,10.50,,48.00,0.00,2.60,2.00,3.00
2170,12.10,,0.50,1.10,3.50,,3.40
2171,12.00,1.1,0.90,0.70,2.50,2.00,4.00
2172,,360.0,66.00,54.00,1.90,4.60,1.50
2173,8.00,2.5,0.00,0.80,2.50,3.00,1.80
2174,10.40,,24.00,1.50,3.30,2.60,1.50
2175,9.90,3.0,1.40,1.00,1.60,2.50,0.00
2176,11.00,3.4,1.60,,1.00,0.50,3.90
2177,9.70,0.0,0.00,1.10,,3.00,1.60
2178,8.50,1.3,0.40,0.90,1.30,2.50,5.50
2179,9.80,2.3,0.10,,3.80,2.00,4.50
2180,11.50,3.5,,0.60,2.00,1.00,4.50
2181,11.40,3.0,0.10,,3.50,2.50,2.70
2182,7.50,4.5,0.80,1.40,1.50,1.50,1.90
2183,10.50,3.5,0.80,0.00,1.00,2.40,3.50
2184,8.50,6.2,1.60,0.00,2.60,3.00,1.50
2185,10.00,300.0,6.00,1.40,1.10,4.00,1.20
2186,10.30,1.5,0.50,0.10,1.30,2.50,2.50
2187,9.00,306.0,48.00,36.00,1.00,3.00,3.50
2188,9.00,180.0,30.00,0.60,3.00,2.90,3.00
2189,8.50,228.0,36.00,0.00,3.60,1.60,3.70
2190,7.00,366.0,72.00,96.00,2.00,3.50,1.50
2191,8.60,5.1,0.30,1.10,4.00,3.00,2.30
2192,9.60,4.3,0.20,0.70,2.00,4.10,1.00
2193,13.00,0.5,0.60,0.00,4.50,0.20,6.30
2194,8.50,150.0,36.00,24.00,3.60,2.50,2.30
2195,10.00,not recorded,0.20,0.00,1.00,2.10,2.50
2196,10.00,0.6,1.70,1.80,5.00,2.30,
2197,9.30,3.4,0.60,0.80,3.20,1.50,
2198,11.70,1.5,,0.00,4.40,1.90,4.10
2199,8.00,5.5,0.80,1.40,1.50,3.60,2.00
2200,9.50,90.0,6.00,0.00,2.10,0.90,2.90
2201,11.00,60.0,54.00,18.00,1.50,1.50,4.50
2202,7.80,0.3,0.40,0.50,2.50,0.40,3.00
2203,10.50,3.6,0.40,0.40,2.00,1.50,2.50
2204,11.00,4.0,0.90,0.90,3.00,1.00,2.50
2205,10.00,2.7,0.60,0.00,2.50,3.50,1.50
2206,9.00,2.5,1.50,0.80,1.00,1.90,3.20
2207,11.10,1.9,0.50,,1.40,0.30,3.50
2208,7.60,3.0,0.70,1.50,2.60,4.50,2.50
2209,9.90,180.0,0.00,42.00,,2.50,
2210,11.10,5.2,1.00,0.20,0.70,2.40,2.50
2211,10.50,2.0,0.40,0.40,1.10,3.00,1.50
2212,8.50,2.5,1.50,,5.00,3.80,1.00
2213,9.90,>60,0.50,1.20,2.00,3.50,
2214,8.00,4.5,0.50,0.60,1.20,2.00,1.50
2215,9.50,60.0,30.00,0.30,2.60,1.60,4.00
2216,8.60,0.5,1.00,0.20,,1.40,2.60
2217,10.00,2.0,0.90,0.00,,,2.30
2218,9.00,186.0,36.00,0.20,3.00,2.00,2.50
2219,11.50,3.5,0.70,0.70,2.50,2.20,1.40
2220,11.00,2.3,1.10,0.50,2.30,,5.00
2221,10.00,228.0,24.00,0.00,1.00,3.50,2.40
2222,10.00,2.1,0.80,0.30,3.00,1.80,3.70
2223,10.00,312.0,48.00,48.00,1.00,2.30,2.90
2224,8.60,<1,0.60,0.50,1.50,3.00,3.50
2225,8.60,3.7,0.00,1.00,1.70,2.50,2.00
2226,8.10,5.5,,1.00,1.00,5.50,2.20
2227,10.60,174.0,18.00,84.00,2.00,3.30,2.20
2228,10.00,>60,1.30,0.10,2.50,3.30,2.10
2229,8.50,108.0,0.00,0.80,3.10,3.00,3.00
2230,9.50,5.4,0.30,1.10,2.60,2.50,2.00
2231,10.50,,1.50,0.80,5.00,3.50,2.20
2232,10.20,270.0,72.00,0.50,1.10,1.40,3.50
2233,10.00,3.6,0.40,0.00,2.50,1.50,2.50
2234,10.10,66.0,30.00,0.00,3.00,2.20,4.00
2235,8.10,4.7,0.90,1.30,2.50,4.40,0.00
2236,9.50,276.0,0.00,0.10,1.50,2.20,3.00
2237,10.00,330.0,0.00,0.00,2.40,0.50,5.10
2238,8.00,3.9,0.90,0.10,2.00,3.00,4.30
2239,8.30,3.0,1.40,0.80,0.70,2.50,2.60
2240,10.50,180.0,102.00,0.50,2.60,3.00,2.50
2241,9.30,0.7,1.40,0.60,2.00,1.00,3.60
2242,9.40,186.0,36.00,,3.00,4.00,2.00
2243,8.30,,0.70,0.00,1.10,3.50,3.10
2244,10.50,4.6,0.40,0.10,1.50,1.50,4.30
2245,10.00,1.5,0.40,0.80,4.50,2.50,2.50
2246,10.50,5.5,0.50,0.70,1.60,3.00,1.40
2247,11.10,210.0,60.00,0.00,0.50,2.60,3.00
2248,9.00,3.3,1.00,0.50,2.40,0.50,4.40
2249,10.70,1.0,0.00,0.70,2.10,0.60,3.10
2250,10.00,78.0,0.00,18.00,4.10,0.20,4.00
2251,10.60,1.0,0.10,1.10,2.50,2.50,
2252,10.60,3.5,0.70,0.20,1.00,3.50,3.50
2253,,1.5,0.70,0.70,,1.50,3.50
2254,9.50,3.0,0.70,0.00,2.50,1.80,4.30
2255,11.50,1.4,0.60,0.80,2.00,0.70,5.50
2256,10.00,3.1,1.20,0.40,,3.00,1.00
2257,,4.0,0.70,1.20,2.40,4.00,1.20
2258,9.70,2.0,0.50,0.30,1.90,4.50,2.50
2259,8.00,4.5,1.20,0.00,0.50,2.80,4.10
2260,8.20,5.2,,1.50,,4.40,2.50
2261,10.00,246.0,,0.00,1.00,4.00,2.50
2262,9.00,,1.90,0.80,2.00,0.50,3.00
2263,9.20,2.0,0.00,1.20,2.70,2.30,3.00
2264,7.50,,0.80,0.50,1.80,2.40,1.30
2265,9.30,1.5,0.50,0.60,4.10,4.70,1.80
2266,9.00,2.5,0.60,0.80,3.00,2.50,3.00
2267,,3.0,1.10,0.20,1.50,3.30,2.00
2268,9.50,6.5,0.80,0.50,0.50,3.00,2.60
2269,9.50,1.3,0.60,1.10,2.50,2.00,2.30
2270,8.70,4.0,1.30,1.50,2.50,3.70,1.60
2271,12.50,2.0,0.80,0.60,3.00,1.20,3.30
2272,9.40,210.0,90.00,1.30,1.60,4.50,1.00
2273,9.00,2.0,1.00,0.10,0.70,,1.30
2274,8.20,60.0,60.00,30.00,3.00,1.10,3.20
2275,8.50,2.9,1.10,0.60,2.30,3.30,1.50
2276,11.00,2.5,0.70,1.00,2.20,2.40,2.50
2277,10.30,not recorded,42.00,66.00,4.50,3.50,1.70
2278,9.30,4.6,0.30,0.10,2.10,2.10,4.00
2279,8.50,2.5,1.00,0.30,2.50,3.40,4.60
2280,8.90,3.5,0.40,1.70,0.40,3.00,1.50
2281,8.50,6.0,0.90,,2.00,3.20,1.50
2282,10.20,0.5,0.30,0.00,1.70,2.00,3.50
2283,10.00,4.3,0.00,0.60,1.40,2.60,
2284,9.50,4.1,0.20,0.00,5.00,2.90,2.70
2285,10.00,210.0,54.00,0.00,2.00,,2.00
2286,9.20,,0.30,,0.60,1.00,2.50
2287,9.00,4.0,,1.50,1.50,2.50,2.80
2288,8.70,6.5,0.80,0.60,0.50,2.90,2.00
2289,10.00,5.5,1.00,0.40,1.00,2.00,
2290,9.00,1.6,0.20,0.00,2.00,2.30,3.90
2291,9.80,0.5,1.00,1.00,1.10,2.20,3.20
2292,9.90,0.7,0.50,0.00,1.00,0.00,3.70
2293,10.60,5.5,0.00,0.60,0.50,3.50,2.50
2294,10.00,3.5,0.40,0.70,2.50,3.00,2.20
2295,11.00,2.6,0.00,0.80,,1.50,2.50
2296,9.50,270.0,24.00,1.10,1.10,1.00,2.40
2297,,6.5,1.60,0.70,0.00,4.50,1.00
2298,9.50,1.6,0.80,0.10,3.50,2.00,3.50
2299,,2.2,0.00,0.80,2.00,0.80,2.80
2300,9.50,174.0,,0.60,3.20,3.60,2.50
2301,11.50,300.0,60.00,48.00,1.00,2.10,
2302,10.20,1.6,0.00,0.30,3.20,1.90,
2303,10.00,2.1,2.30,0.60,2.40,2.20,3.00
2304,8.60,3.9,1.80,0.20,1.30,1.00,3.00
2305,,126.0,6.00,30.00,1.50,1.00,3.00
2306,9.90,1.0,0.50,0.10,3.50,0.00,5.00
2307,8.00,3.8,0.80,0.90,0.90,3.40,0.10
2308,9.00,1.6,0.90,0.00,1.50,5.20,3.10
2309,11.50,180.0,66.00,0.00,3.90,0.90,3.80
2310,8.50,2.0,2.30,0.50,2.00,3.70,4.00
2311,8.50,54.0,42.00,30.00,2.20,3.40,4.00
2312,8.50,>60,0.00,0.00,2.90,,0.40
2313,9.00,3.9,1.30,0.90,2.50,2.10,2.20
2314,9.50,156.0,60.00,0.40,3.20,1.50,5.40
2315,11.00,4.8,0.00,0.50,1.90,3.30,1.90
2316,10.00,1.5,0.00,0.10,,0.00,5.00
2317,10.00,2.6,0.70,0.00,3.50,4.00,3.50
2318,9.00,,0.60,0.70,3.50,2.50,2.50
2319,9.00,156.0,30.00,0.00,1.70,2.80,1.50
2320,9.80,3.5,1.20,0.40,1.40,2.50,3.80
2321,10.30,5.0,1.10,,2.50,3.00,0.60
2322,10.70,180.0,30.00,54.00,4.00,,3.00
2323,9.00,5.5,1.20,0.50,1.90,,2.50
2324,11.00,2.8,1.00,0.90,2.30,0.00,4.90
2325,9.00,4.5,0.90,1.60,0.00,2.00,3.00
2326,,2.0,0.40,0.60,1.40,2.00,4.00
2327,8.00,7.0,,0.80,2.50,3.00,0.70
2328,9.80,210.0,36.00,54.00,2.50,2.50,3.80
2329,8.50,360.0,,1.70,1.20,4.40,0.90
2330,9.00,2.8,0.70,0.60,2.70,1.90,
2331,9.50,4.0,0.00,0.30,2.10,3.20,3.70
2332,8.70,180.0,120.00,18.00,2.00,2.70,3.70
2333,11.20,120.0,48.00,0.20,2.60,0.00,
2334,10.20,192.0,24.00,42.00,,2.50,3.60
2335,9.90,210.0,0.00,0.00,0.30,1.40,4.50
2336,11.20,2.0,,0.80,3.50,1.00,3.00
2337,8.10,4.0,,1.00,5.40,1.60,
2338,9.50,114.0,60.00,,2.00,2.80,2.50
2339,11.10,2.9,0.00,0.30,2.60,3.00,4.40
2340,9.80,438.0,42.00,18.00,1.50,2.50,
2341,10.50,0.0,24.00,36.00,3.50,1.50,4.00
2342,9.50,240.0,60.00,0.00,2.00,2.50,1.50
2343,8.50,60.0,0.00,42.00,2.80,4.50,1.10
2344,10.50,150.0,6.00,42.00,,,3.70
2345,,3.9,0.80,0.50,2.00,3.00,3.30
2346,7.20,330.0,,12.00,1.70,2.00,3.20
2347,8.50,300.0,84.00,0.00,3.00,3.00,2.60
2348,10.50,4.9,,0.00,2.20,1.90,3.00
2349,10.20,120.0,12.00,36.00,3.50,1.00,1.20
2350,9.60,3.5,0.40,,1.00,4.50,3.20
2351,10.50,1.3,0.00,0.70,4.00,0.00,5.80
2352,7.30,180.0,30.00,78.00,1.50,3.80,1.70
2353,8.50,3.8,0.90,1.20,3.50,4.30,1.50
2354,10.20,3.2,0.80,0.70,1.00,3.00,3.50
2355,10.00,0.9,1.20,0.00,3.00,1.50,4.00
2356,10.50,3.3,0.00,0.00,2.90,0.50,2.50
2357,10.90,,1.20,0.10,1.20,2.00,4.20
2358,10.50,3.5,1.10,1.80,0.80,3.80,1.60
2359,8.50,5.5,0.70,0.20,1.30,,2.30
2360,10.60,210.0,42.00,18.00,2.50,3.30,1.50
2361,11.00,180.0,48.00,48.00,3.00,2.50,
2362,10.60,2.0,1.80,0.00,3.50,3.20,3.50
2363,8.40,2.5,0.80,0.80,2.50,2.50,4.20
2364,10.70,66.0,42.00,0.40,2.70,0.20,
2365,8.50,3.5,0.20,,2.90,2.10,3.50
2366,10.50,192.0,42.00,66.00,2.50,3.00,2.40
2367,9.50,2.2,0.90,,2.60,2.50,3.70
2368,12.10,0.0,42.00,0.60,3.80,1.50,3.00
2369,10.50,>60,1.60,0.20,1.50,0.60,4.90
2370,8.30,240.0,90.00,72.00,1.30,3.70,2.50
2371,9.50,234.0,72.00,30.00,2.10,2.50,3.50
2372,8.50,180.0,42.00,84.00,1.00,5.70,0.50
2373,8.40,0.1,0.00,0.00,2.40,,3.00
2374,11.50,84.0,42.00,12.00,3.50,0.90,5.50
2375,11.10,0.0,1.10,0.20,1.00,2.60,4.80
2376,,192.0,66.00,18.00,1.00,4.00,0.40
2377,8.40,234.0,54.00,,4.50,4.20,1.60
2378,9.30,3.5,0.10,0.00,1.70,2.90,3.80
2379,9.20,2.0,1.00,0.40,3.00,3.40,2.70
2380,11.40,18.0,84.00,0.00,4.50,2.00,5.00
2381,8.90,1.5,0.80,0.50,4.90,3.00,3.50
2382,9.50,6.5,0.20,1.30,1.70,3.70,
2383,9.80,3.5,0.10,,2.50,4.00,1.60
2384,9.00,60.0,36.00,0.00,3.00,,3.30
2385,9.30,4.0,0.50,0.90,1.70,,4.00
2386,10.50,0.2,0.00,1.40,3.50,2.30,
2387,9.60,2.0,0.80,0.10,1.00,4.50,2.50
2388,6.00,8.0,1.00,0.60,0.90,4.50,0.60
2389,9.70,5.1,1.10,0.20,2.50,2.00,
2390,9.60,0.0,1.00,0.30,5.50,1.00,3.90
2391,10.30,4.0,1.00,0.20,1.00,3.30,
2392,9.80,4.4,0.80,0.20,1.10,2.50,4.30
2393,10.50,5.2,1.40,0.10,2.50,1.00,3.10
2394,7.60,2.2,0.20,0.50,,2.20,2.70
2395,8.10,384.0,78.00,0.40,1.90,,2.00
2396,8.10,192.0,66.00,66.00,3.20,1.60,2.50
2397,10.40,0.0,48.00,30.00,1.90,1.50,4.50
2398,10.30,0.0,0.30,0.30,2.20,0.30,2.40
2399,11.10,2.5,0.30,0.30,1.00,1.50,
2400,12.00,90.0,6.00,0.00,,2.00,4.10
2401,8.60,0.0,0.30,0.60,1.50,,1.50
2402,10.00,2.5,0.00,0.50,3.00,1.50,4.10
2403,8.80,252.0,,66.00,3.50,3.50,1.90
2404,7.70,n/a,,42.00,1.80,2.90,1.50
2405,11.40,4.1,0.60,0.00,2.50,,3.00
2406,10.70,3.0,0.10,0.60,1.90,0.00,4.80
2407,10.40,5.0,0.00,0.90,0.50,3.30,3.10
2408,7.00,240.0,,54.00,2.00,2.90,1.40
2409,9.30,TBD,0.00,0.60,1.00,3.00,2.00
2410,8.50,390.0,24.00,0.20,2.20,2.50,2.00
2411,11.40,120.0,0.00,36.00,1.40,2.70,1.60
2412,10.50,0.0,0.30,0.10,1.70,0.70,1.80
2413,10.90,3.5,0.30,0.00,1.50,1.10,3.70
2414,11.10,180.0,24.00,0.00,3.00,,1.50
2415,8.50,5.0,0.80,0.00,3.00,3.80,3.10
2416,9.50,2.2,1.10,0.00,3.00,3.10,3.20
2417,8.00,198.0,60.00,1.70,3.00,3.10,0.00
2418,9.50,1.8,0.90,0.30,3.00,3.50,3.30
2419,10.30,6.4,0.10,0.80,1.50,2.80,0.50
2420,11.00,0.0,0.00,0.60,4.00,1.00,4.50
2421,8.50,3.5,1.10,1.20,0.80,2.70,0.00
2422,11.20,2.7,0.60,0.20,3.50,2.00,3.70
2423,10.00,294.0,60.00,48.00,2.60,2.50,2.50
2424,10.50,3.4,2.30,2.10,,2.00,1.20
2425,9.90,2.6,0.90,0.30,1.30,1.50,2.50
2426,9.50,210.0,54.00,0.60,2.40,3.60,2.30
2427,8.50,3.2,0.80,1.70,1.00,3.50,1.30
2428,9.50,,0.40,0.20,1.50,2.50,3.30
2429,10.50,3.1,1.90,0.10,2.00,2.90,2.00
2430,9.00,174.0,66.00,6.00,2.60,3.50,2.00
2431,9.20,4.9,1.40,0.00,1.50,3.50,2.30
2432,8.40,330.0,66.00,102.00,3.00,2.00,2.50
2433,11.00,,0.60,1.40,1.50,2.50,3.30
2434,10.40,120.0,,0.70,3.00,3.10,3.60
2435,9.00,4.1,0.60,1.10,,3.50,2.00
2436,12.50,1.0,0.10,1.10,4.10,1.00,4.00
2437,8.70,3.0,1.20,0.00,,1.30,5.90
2438,9.90,,42.00,0.00,1.50,2.00,2.50
2439,8.50,4.5,0.90,1.20,1.00,4.00,2.50
2440,10.30,1.2,0.00,0.00,1.90,1.90,2.90
2441,9.70,4.5,0.00,1.80,2.70,3.50,1.30
2442,10.00,4.4,0.60,0.20,2.90,4.20,1.60
2443,10.90,2.5,0.40,0.50,2.50,2.20,3.50
2444,10.50,2.0,,0.00,1.00,3.00,2.50
2445,8.90,2.5,0.40,0.60,2.00,1.90,5.30
2446,10.00,2.2,0.30,0.10,5.50,2.60,
2447,9.30,0.0,60.00,1.40,3.50,3.00,0.20
2448,9.70,2.0,0.10,0.40,2.00,,3.30
2449,10.50,2.0,0.70,,0.90,4.00,1.60
2450,9.10,4.5,0.70,2.20,0.50,2.70,2.70
2451,10.40,3.6,0.50,0.00,1.50,1.50,2.90
2452,9.20,4.5,0.20,0.10,3.90,3.60,1.90
2453,10.70,5.5,0.90,0.20,0.50,2.00,3.40
2454,9.60,3.5,0.80,1.00,0.60,4.00,2.50
2455,9.50,4.0,0.00,0.80,1.80,3.50,3.00
2456,8.80,180.0,30.00,0.60,3.00,2.00,2.90
2457,9.30,1.0,1.30,1.70,1.50,4.00,1.50
2458,9.10,330.0,0.00,0.00,1.80,3.00,2.10
2459,8.80,252.0,54.00,12.00,2.50,3.80,1.70
2460,7.50,3.1,0.70,,1.50,2.50,3.30
2461,8.40,<1,0.50,1.90,1.00,4.40,2.90
2462,8.50,5.1,0.70,1.00,3.00,4.00,
2463,9.50,2.0,,1.00,2.50,3.10,3.00
2464,10.00,6.4,0.50,0.00,0.90,,2.00
2465,10.00,2.0,0.90,0.70,1.70,2.00,4.00
2466,10.00,0.5,0.80,0.00,3.50,1.00,4.00
2467,10.50,1.0,1.50,0.00,,1.90,4.20
2468,11.20,3.5,1.00,0.00,4.50,1.00,2.50
2469,,1.5,1.00,0.00,3.40,2.00,3.00
2470,8.80,2.5,0.10,,1.00,1.70,1.50
2471,11.00,5.5,0.00,0.00,2.00,2.00,2.90
2472,9.00,0.0,0.00,0.00,2.50,1.00,4.60
2473,9.00,7.0,0.40,0.50,0.20,,1.80
2474,8.00,,0.50,1.00,1.00,,2.00
2475,9.50,1.0,0.40,0.40,0.50,2.00,3.90
2476,10.00,,1.30,0.00,1.00,2.00,1.90
2477,8.50,390.0,6.00,54.00,,3.90,1.70
2478,10.20,2.0,,1.70,3.20,3.50,2.70
2479,10.20,132.0,36.00,0.00,2.50,2.00,3.80
